	card1	card2	suited	force	qualifies	hrank
615	♠5	♣8	False	0	False	One Pair
616	♢A	♠3	False	0	False	One Pair
617	♢Q	♣Q	False	2	True	Three Of A Kind
618	♡8	♡4	True	0	False	High Card
619	♣8	♣4	True	0	False	One Pair
620	♣K	♢4	False	0	True	One Pair
621	♡5	♡K	True	0	True	Straight
622	♡9	♣4	False	0	True	Four Of A Kind
623	♡9	♠2	False	2	True	Straight
624	♡6	♢2	False	2	True	Three Of A Kind
625	♡6	♡6	True	2	True	Three Of A Kind
626	♢Q	♣2	False	2	True	Three Of A Kind
627	♣5	♡9	False	0	True	Three Of A Kind
628	♡5	♣K	False	0	False	High Card
629	♢J	♠4	False	0	True	Three Of A Kind
630	♣J	♡A	False	0	False	One Pair
631	♣5	♣J	True	0	True	Four Of A Kind
632	♢3	♣5	False	0	False	One Pair
633	♠K	♣6	False	0	True	Three Of A Kind
634	♣8	♣A	True	0	True	One Pair
635	♢T	♠5	False	0	False	High Card
636	♡4	♣K	False	0	True	Three Of A Kind
637	♣K	♠A	False	2	True	One Pair
638	♣2	♡Q	False	1	True	Three Of A Kind
639	♡J	♣8	False	0	True	Two Pair
640	♠Q	♡K	False	2	True	Three Of A Kind
641	♢A	♡K	False	2	True	One Pair
642	♡6	♣2	False	2	True	Flush
643	♢7	♡T	False	0	True	Three Of A Kind
644	♠5	♠K	True	0	True	Two Pair
645	♡J	♠2	False	2	True	Four Of A Kind
646	♢7	♡6	False	0	True	Four Of A Kind
647	♠6	♢6	False	2	True	Three Of A Kind
648	♠T	♠3	True	0	False	One Pair
649	♣K	♡A	False	2	True	Straight
650	♡7	♣Q	False	0	True	Two Pair
651	♡4	♢2	False	2	True	Four Of A Kind
652	♣8	♢Q	False	0	True	Full House
653	♢K	♢A	True	2	True	Three Of A Kind
654	♡5	♣3	False	0	True	One Pair
655	♣K	♣K	True	2	True	Flush
656	♠5	♡K	False	0	False	High Card
657	♠6	♡6	False	2	True	Four Of A Kind
658	♣2	♡4	False	1	True	One Pair
659	♡T	♢T	False	2	True	Three Of A Kind
660	♠4	♢4	False	2	True	Three Of A Kind
661	♢J	♣T	False	0	False	High Card
662	♣4	♢8	False	0	False	One Pair
663	♡2	♣2	False	1	True	Four Of A Kind
664	♠Q	♣7	False	0	False	High Card
665	♡K	♣2	False	2	True	Four Of A Kind
666	♠J	♠6	True	0	False	One Pair
667	♠4	♡9	False	0	True	Two Pair
668	♣8	♢5	False	0	True	One Pair
669	♣5	♠5	False	2	False	One Pair
670	♡2	♠9	False	1	True	Three Of A Kind
671	♢3	♣T	False	0	True	One Pair
672	♠7	♢K	False	0	True	One Pair
673	♣8	♠4	False	0	False	One Pair
674	♠A	♠5	True	0	True	Three Of A Kind
675	♣9	♢2	False	2	True	Three Of A Kind
676	♣6	♡Q	False	0	False	High Card
677	♣2	♠3	False	1	True	Four Of A Kind
678	♣6	♣T	True	0	True	One Pair
679	♡A	♡T	True	2	True	Two Pair
680	♣4	♢6	False	0	False	One Pair
681	♠7	♣4	False	0	False	High Card
682	♣6	♢J	False	0	True	One Pair
683	♠5	♠2	True	2	True	Flush
684	♠Q	♢Q	False	2	True	Three Of A Kind
685	♡T	♢T	False	2	True	Three Of A Kind
686	♠J	♢9	False	0	True	Five Of A Kind
687	♠2	♢T	False	1	True	Full House
688	♡8	♣3	False	0	True	Three Of A Kind
689	♠4	♡A	False	0	True	Three Of A Kind
690	♠Q	♣K	False	2	True	Three Of A Kind
691	♢6	♠J	False	0	False	One Pair
692	♠6	♢7	False	0	True	Three Of A Kind
693	♠4	♡K	False	0	False	One Pair
694	♠T	♡K	False	0	True	Four Of A Kind
695	♡A	♢7	False	0	True	Three Of A Kind
696	♡3	♣K	False	0	True	Four Of A Kind
697	♣T	♣4	True	0	False	High Card
698	♣4	♠4	False	2	True	Two Pair
699	♢3	♠6	False	0	True	Three Of A Kind
700	♢9	♣2	False	2	False	One Pair
701	♠T	♣9	False	0	False	One Pair
702	♣A	♡K	False	2	True	One Pair
703	♡5	♡A	True	0	True	Full House
704	♠9	♠Q	True	0	False	One Pair
705	♢3	♠7	False	0	False	One Pair
706	♡J	♠3	False	0	True	One Pair
707	♣8	♡7	False	0	False	One Pair
708	♢J	♢Q	True	2	True	Royal Flush
709	♠T	♠K	True	2	False	One Pair
710	♠9	♣T	False	0	False	High Card
711	♢8	♡Q	False	0	False	One Pair
712	♣8	♡3	False	0	True	Two Pair
713	♡5	♢J	False	0	True	One Pair
714	♢K	♠J	False	0	False	One Pair
715	♢4	♡4	False	2	True	Four Of A Kind
716	♠2	♡9	False	1	True	Four Of A Kind
717	♢2	♠2	False	1	True	Four Of A Kind
718	♡K	♣3	False	0	True	Three Of A Kind
719	♠7	♠7	True	2	True	Three Of A Kind
720	♣5	♡K	False	0	True	Two Pair
721	♠5	♢J	False	0	True	Four Of A Kind
722	♠4	♣9	False	0	True	Three Of A Kind
723	♡2	♠A	False	1	True	One Pair
724	♣A	♠5	False	0	True	Two Pair
725	♣Q	♣Q	True	2	True	Flush
726	♣6	♡K	False	0	True	One Pair
727	♠4	♠K	True	0	True	One Pair
728	♣K	♡T	False	0	False	One Pair
729	♢J	♠4	False	0	True	Two Pair
730	♣3	♠7	False	0	True	Two Pair
731	♡8	♡K	True	0	True	One Pair
732	♢Q	♡Q	False	2	True	Three Of A Kind
733	♣8	♣6	True	0	True	Two Pair
734	♢A	♣Q	False	2	False	One Pair
735	♢8	♠7	False	0	True	Three Of A Kind
736	♢J	♣7	False	0	False	One Pair
737	♢9	♣2	False	2	True	Four Of A Kind
738	♣8	♠5	False	0	False	One Pair
739	♡2	♢6	False	1	True	Four Of A Kind
740	♢2	♠K	False	1	False	One Pair
741	♢Q	♡7	False	0	True	Three Of A Kind
742	♡7	♡J	True	0	True	Three Of A Kind
743	♡8	♠4	False	0	True	Three Of A Kind
744	♣2	♡2	False	1	True	Three Of A Kind
745	♠A	♠T	True	2	False	One Pair
746	♣A	♢6	False	0	True	Four Of A Kind
747	♢2	♡6	False	1	True	Four Of A Kind
748	♢6	♠J	False	0	False	One Pair
749	♠A	♢K	False	2	True	Straight
750	♠Q	♢9	False	0	False	High Card
751	♠7	♢Q	False	0	False	High Card
752	♡K	♢5	False	0	False	High Card
753	♠7	♠A	True	0	True	Two Pair
754	♢J	♠A	False	0	False	High Card
755	♠2	♠3	True	1	True	Three Of A Kind
756	♡J	♡K	True	2	True	Three Of A Kind
757	♣T	♠2	False	2	True	Four Of A Kind
758	♠7	♣T	False	0	False	One Pair
759	♡8	♣6	False	0	False	One Pair
760	♣2	♢J	False	1	False	One Pair
761	♠9	♠T	True	0	True	Full House
762	♣5	♠Q	False	0	True	Straight
763	♡J	♣A	False	0	True	One Pair
764	♡6	♡K	True	0	False	High Card
765	♡3	♡3	True	2	True	Four Of A Kind
766	♢3	♡T	False	0	False	High Card
767	♡2	♠9	False	1	True	One Pair
768	♠6	♣5	False	0	False	One Pair
769	♠5	♣K	False	0	False	High Card
770	♣3	♣2	True	2	True	Three Of A Kind
771	♢A	♠T	False	0	True	One Pair
772	♣7	♠Q	False	0	False	One Pair
773	♠J	♡5	False	0	True	Two Pair
774	♠7	♢7	False	2	False	One Pair
775	♠K	♡9	False	0	True	Three Of A Kind
776	♡8	♠7	False	0	True	Five Of A Kind
777	♡7	♠K	False	0	True	Three Of A Kind
778	♠Q	♣2	False	2	True	Three Of A Kind
779	♣4	♢4	False	2	True	Two Pair
780	♢2	♠3	False	1	True	Four Of A Kind
781	♡4	♢8	False	0	True	Two Pair
782	♡8	♠2	False	2	True	Four Of A Kind
783	♣Q	♣3	True	0	True	One Pair
784	♣5	♠8	False	0	False	One Pair
785	♡4	♢3	False	0	True	Three Of A Kind
786	♢T	♠3	False	0	True	One Pair
787	♡9	♣5	False	0	False	One Pair
788	♠J	♣9	False	0	True	Three Of A Kind
789	♡T	♣K	False	0	False	One Pair
790	♢K	♠7	False	0	False	One Pair
791	♡6	♠2	False	2	True	One Pair
792	♠Q	♡Q	False	2	True	Three Of A Kind
793	♣5	♠2	False	2	True	Four Of A Kind
794	♣T	♣2	True	2	True	Four Of A Kind
795	♡A	♢T	False	0	True	Four Of A Kind
796	♣A	♢7	False	0	False	One Pair
797	♣9	♠9	False	2	False	One Pair
798	♡8	♡5	True	0	True	Three Of A Kind
799	♠3	♡9	False	0	False	One Pair
800	♡K	♣2	False	2	True	Three Of A Kind
801	♢T	♢K	True	2	False	High Card
802	♢2	♢2	True	1	True	Four Of A Kind
803	♡2	♢Q	False	1	True	Three Of A Kind
804	♣3	♡6	False	0	False	One Pair
805	♢J	♣5	False	0	False	One Pair
806	♣Q	♠9	False	0	False	One Pair
807	♢5	♡7	False	0	True	Three Of A Kind
808	♡6	♠A	False	0	True	One Pair
809	♠3	♠T	True	0	False	One Pair
810	♡A	♠K	False	2	True	Three Of A Kind
811	♠T	♣K	False	0	True	One Pair
812	♢2	♣3	False	1	True	Three Of A Kind
813	♢9	♣3	False	0	False	One Pair
814	♢A	♠K	False	2	True	One Pair
815	♣9	♡J	False	0	False	One Pair
816	♠4	♣9	False	0	True	Two Pair
817	♣A	♡J	False	0	False	One Pair
818	♢9	♣A	False	0	True	Full House
819	♡7	♣Q	False	0	False	One Pair
820	♠J	♣7	False	0	True	Two Pair
821	♣5	♠K	False	0	True	Three Of A Kind
822	♣5	♣K	True	0	False	One Pair
823	♠8	♣4	False	0	True	Three Of A Kind
824	♢4	♠A	False	0	True	Three Of A Kind
825	♣T	♠T	False	2	True	Two Pair
826	♢7	♢9	True	0	True	Full House
827	♣J	♡4	False	0	True	Five Of A Kind
828	♡9	♣J	False	0	True	Three Of A Kind
829	♠7	♣2	False	2	True	Three Of A Kind
830	♢3	♢K	True	0	True	Four Of A Kind
831	♠8	♡K	False	0	True	One Pair
832	♣A	♢A	False	2	False	One Pair
833	♡3	♠8	False	0	False	High Card
834	♠6	♠Q	True	0	True	Three Of A Kind
835	♣8	♣Q	True	0	True	Three Of A Kind
836	♣7	♣K	True	0	True	One Pair
837	♡7	♠4	False	0	True	Three Of A Kind
838	♠Q	♣9	False	0	True	One Pair
839	♡Q	♠8	False	0	False	One Pair
840	♡7	♢5	False	0	False	One Pair
841	♣Q	♡8	False	0	False	One Pair
842	♡3	♢A	False	0	True	Full House
843	♡J	♡A	True	2	True	Four Of A Kind
844	♣2	♢J	False	1	False	One Pair
845	♢9	♡3	False	0	True	Four Of A Kind
846	♡4	♡Q	True	0	True	One Pair
847	♢7	♡5	False	0	True	Three Of A Kind
848	♣4	♢2	False	2	True	Three Of A Kind
849	♢9	♢3	True	0	True	One Pair
850	♡8	♣T	False	0	True	Three Of A Kind
851	♡J	♠2	False	2	True	Three Of A Kind
852	♠A	♡A	False	2	False	One Pair
853	♠9	♣5	False	0	False	One Pair
854	♡4	♠4	False	2	True	Four Of A Kind
855	♡4	♣3	False	0	False	High Card
856	♣4	♣2	True	2	True	Three Of A Kind
857	♢K	♡5	False	0	False	One Pair
858	♢2	♣6	False	1	True	Five Deuces
859	♡9	♡J	True	0	False	High Card
860	♠Q	♡Q	False	2	False	One Pair
861	♠4	♡K	False	0	False	High Card
862	♡2	♡6	True	1	True	Four Deuces
863	♣J	♣9	True	0	True	One Pair
864	♠4	♢8	False	0	True	Two Pair
865	♡2	♣3	False	1	True	Three Of A Kind
866	♢5	♢7	True	0	False	One Pair
867	♠7	♣8	False	0	True	Three Of A Kind
868	♠5	♣K	False	0	True	Two Pair
869	♢7	♣K	False	0	True	Five Of A Kind
870	♡8	♡9	True	0	False	High Card
871	♣J	♠J	False	2	True	Four Of A Kind
872	♣8	♡7	False	0	True	One Pair
873	♢K	♡A	False	2	True	Two Pair
874	♣Q	♢9	False	0	True	One Pair
875	♡4	♢6	False	0	False	One Pair
876	♡2	♠8	False	1	True	Four Of A Kind
877	♡T	♢Q	False	0	False	One Pair
878	♡T	♢K	False	0	True	Full House
879	♣4	♡9	False	0	False	One Pair
880	♠Q	♣J	False	0	True	Four Of A Kind
881	♢5	♠A	False	0	False	One Pair
882	♣8	♢5	False	0	True	Two Pair
883	♣3	♡8	False	0	True	One Pair
884	♡5	♡5	True	2	True	Three Of A Kind
885	♡7	♢2	False	2	True	Four Of A Kind
886	♠3	♡K	False	0	True	Full House
887	♠5	♢J	False	0	True	Two Pair
888	♡4	♡2	True	2	True	One Pair
889	♣J	♢7	False	0	True	Straight
890	♠3	♢3	False	2	True	Three Of A Kind
891	♡9	♢4	False	0	False	One Pair
892	♣4	♢J	False	0	False	High Card
893	♣A	♢J	False	0	True	One Pair
894	♣3	♠4	False	0	False	One Pair
895	♠2	♡5	False	1	True	Straight
896	♡7	♣5	False	0	True	Straight
897	♣T	♢5	False	0	True	Two Pair
898	♢3	♣J	False	0	True	Three Of A Kind
899	♠K	♣3	False	0	False	One Pair
900	♡K	♠5	False	0	True	One Pair
901	♡J	♡6	True	0	False	One Pair
902	♢J	♠6	False	0	True	Three Of A Kind
903	♣5	♡6	False	0	True	Straight
904	♡6	♠A	False	0	True	Two Pair
905	♠4	♡T	False	0	True	Three Of A Kind
906	♡J	♠2	False	2	True	One Pair
907	♠7	♢7	False	2	True	Three Of A Kind
908	♢J	♣3	False	0	True	One Pair
909	♡2	♠4	False	1	False	One Pair
910	♠9	♣2	False	2	True	Three Of A Kind
911	♠4	♠9	True	0	False	High Card
912	♠7	♠9	True	0	True	Three Of A Kind
913	♢T	♠J	False	0	True	Three Of A Kind
914	♠2	♣K	False	1	False	One Pair
915	♡9	♣8	False	0	False	One Pair
916	♣A	♠5	False	0	True	Three Of A Kind
917	♣K	♠9	False	0	True	One Pair
918	♡8	♣J	False	0	True	Full House
919	♣6	♠9	False	0	False	High Card
920	♢2	♡4	False	1	True	Four Of A Kind
921	♠9	♠2	True	2	True	Straight Flush
922	♣8	♣9	True	0	False	One Pair
923	♣4	♢J	False	0	False	High Card
924	♢A	♡8	False	0	True	One Pair
925	♠K	♣6	False	0	False	One Pair
926	♢9	♡J	False	0	False	One Pair
927	♣T	♡8	False	0	True	Three Of A Kind
928	♢4	♡7	False	0	True	Three Of A Kind
929	♢4	♠3	False	0	False	High Card
930	♣9	♠6	False	0	True	Three Of A Kind
931	♡Q	♠T	False	0	False	One Pair
932	♡J	♢2	False	2	True	Three Of A Kind
933	♢8	♢2	True	2	True	Three Of A Kind
934	♢K	♣K	False	2	False	One Pair
935	♣2	♡7	False	1	True	Four Of A Kind
936	♢5	♡T	False	0	True	Five Of A Kind
937	♡J	♢J	False	2	True	Three Of A Kind
938	♡T	♡9	True	0	True	One Pair
939	♣A	♢3	False	0	True	Three Of A Kind
940	♠3	♡T	False	0	True	Four Of A Kind
941	♠T	♡4	False	0	True	One Pair
942	♡9	♡3	True	0	False	One Pair
943	♣2	♠K	False	1	False	One Pair
944	♡A	♡9	True	0	True	Three Of A Kind
945	♠7	♡9	False	0	False	High Card
946	♣J	♡3	False	0	True	Two Pair
947	♠3	♡7	False	0	False	High Card
948	♣7	♠5	False	0	True	Full House
949	♠J	♢4	False	0	False	High Card
950	♣8	♠3	False	0	False	One Pair
951	♣K	♣2	True	2	True	Three Of A Kind
952	♡J	♣6	False	0	False	One Pair
953	♢K	♢7	True	0	True	Full House
954	♣T	♣Q	True	2	False	One Pair
955	♡8	♣6	False	0	True	Three Of A Kind
956	♣3	♣8	True	0	False	High Card
957	♣J	♣5	True	0	False	High Card
958	♢J	♠J	False	2	True	Four Of A Kind
959	♠6	♠J	True	0	False	One Pair
960	♠T	♠7	True	0	False	High Card
961	♠Q	♣4	False	0	True	Four Of A Kind
962	♡3	♢8	False	0	False	One Pair
963	♠2	♢2	False	1	True	Four Deuces
964	♡3	♠7	False	0	True	Flush
965	♡K	♡K	True	2	True	Four Of A Kind
966	♢8	♡Q	False	0	False	High Card
967	♡2	♢5	False	1	True	Three Of A Kind
968	♠2	♢3	False	1	True	Three Of A Kind
969	♣3	♢A	False	0	True	One Pair
970	♣7	♣7	True	2	True	Three Of A Kind
971	♡A	♡2	True	2	True	Four Of A Kind
972	♡6	♣7	False	0	True	Three Of A Kind
973	♠T	♢K	False	0	True	Full House
974	♣4	♡9	False	0	False	High Card
975	♡K	♢8	False	0	True	Full House
976	♣T	♡7	False	0	False	High Card
977	♠Q	♢Q	False	2	True	Three Of A Kind
978	♠8	♡A	False	0	True	Three Of A Kind
979	♡7	♠J	False	0	True	Straight
980	♠2	♣K	False	1	True	Three Of A Kind
981	♢4	♢K	True	0	False	One Pair
982	♠A	♢7	False	0	True	Three Of A Kind
983	♠4	♡7	False	0	False	High Card
984	♠5	♠A	True	0	True	Two Pair
985	♡8	♠J	False	0	True	Three Of A Kind
986	♢7	♣4	False	0	True	Four Of A Kind
987	♠9	♡3	False	0	False	One Pair
988	♡A	♠K	False	2	True	Three Of A Kind
989	♡6	♠8	False	0	False	One Pair
990	♣8	♣T	True	0	True	Four Of A Kind
991	♣9	♠K	False	0	False	One Pair
992	♡4	♣4	False	2	True	Two Pair
993	♠4	♠6	True	0	True	Three Of A Kind
994	♢T	♣7	False	0	True	Four Of A Kind
995	♣2	♡4	False	1	True	Three Of A Kind
996	♣J	♠7	False	0	False	One Pair
997	♡J	♢8	False	0	True	Four Of A Kind
998	♡Q	♢T	False	0	True	One Pair
999	♣A	♠3	False	0	False	One Pair
0	♢T	♢4	True	0	True	One Pair
1	♠4	♢7	False	0	True	Two Pair
2	♡6	♣8	False	0	True	Flush
3	♣Q	♣T	True	2	False	High Card
4	♠T	♢2	False	2	True	Three Of A Kind
5	♣4	♠T	False	0	False	One Pair
6	♡J	♢3	False	0	True	Three Of A Kind
7	♠6	♢K	False	0	True	Three Of A Kind
8	♠7	♠Q	True	0	True	Three Of A Kind
9	♢K	♣6	False	0	True	Two Pair
10	♡7	♣3	False	0	True	Two Pair
11	♢3	♢3	True	2	False	One Pair
12	♢A	♢T	True	2	True	One Pair
13	♠9	♢Q	False	0	True	Flush
14	♡A	♠7	False	0	True	Three Of A Kind
15	♡5	♢J	False	0	True	One Pair
16	♠2	♠9	True	1	False	One Pair
17	♡6	♣5	False	0	True	Straight
18	♢8	♡3	False	0	False	High Card
19	♣J	♣K	True	2	True	Flush
20	♡T	♣Q	False	0	True	One Pair
21	♠8	♡T	False	0	True	Straight
22	♢Q	♣5	False	0	True	Five Of A Kind
23	♠6	♢9	False	0	True	Three Of A Kind
24	♠T	♣2	False	2	True	Three Of A Kind
25	♡K	♣2	False	2	True	Four Of A Kind
26	♠A	♠9	True	0	True	One Pair
27	♡A	♠7	False	0	False	High Card
28	♠4	♠K	True	0	True	Two Pair
29	♡8	♠9	False	0	True	Three Of A Kind
30	♠T	♣K	False	0	True	Three Of A Kind
31	♣T	♠K	False	0	False	High Card
32	♢5	♢3	True	0	True	Four Of A Kind
33	♢8	♣K	False	0	True	One Pair
34	♠J	♣9	False	0	False	One Pair
35	♢4	♢A	True	0	True	Three Of A Kind
36	♡J	♡J	True	2	True	Three Of A Kind
37	♢7	♢7	True	2	True	Three Of A Kind
38	♢8	♢4	True	0	True	Three Of A Kind
39	♢K	♣5	False	0	True	Four Of A Kind
40	♣3	♣4	True	0	False	One Pair
41	♠8	♣7	False	0	False	One Pair
42	♠3	♢2	False	2	True	One Pair
43	♡2	♠T	False	1	False	One Pair
44	♡4	♢J	False	0	False	High Card
45	♠7	♣8	False	0	True	Two Pair
46	♡7	♢2	False	2	True	Three Of A Kind
47	♡A	♣7	False	0	True	Four Of A Kind
48	♢4	♢A	True	0	False	High Card
49	♠T	♣5	False	0	True	Three Of A Kind
50	♡9	♡3	True	0	True	One Pair
51	♢8	♡6	False	0	True	Four Of A Kind
52	♡5	♣7	False	0	False	High Card
53	♡2	♣J	False	1	False	One Pair
54	♠4	♡A	False	0	False	One Pair
55	♡6	♢6	False	2	True	Four Of A Kind
56	♣Q	♣7	True	0	False	One Pair
57	♢J	♡8	False	0	True	Four Of A Kind
58	♣J	♡3	False	0	True	Straight
59	♠6	♢2	False	2	True	Four Of A Kind
60	♣6	♠K	False	0	True	One Pair
61	♡Q	♢7	False	0	False	High Card
62	♠Q	♣T	False	0	False	One Pair
63	♣T	♠7	False	0	True	Three Of A Kind
64	♢4	♣2	False	2	True	Three Of A Kind
65	♢6	♡Q	False	0	False	One Pair
66	♠A	♠8	True	0	True	Four Of A Kind
67	♠T	♢3	False	0	False	One Pair
68	♡2	♢T	False	1	True	Five Of A Kind
69	♡4	♠2	False	2	True	Three Of A Kind
70	♢Q	♠2	False	2	True	Three Of A Kind
71	♣7	♢9	False	0	True	Four Of A Kind
72	♣A	♢Q	False	2	True	One Pair
73	♠8	♢6	False	0	True	Three Of A Kind
74	♣7	♡K	False	0	True	Three Of A Kind
75	♠5	♢Q	False	0	True	One Pair
76	♢K	♡Q	False	2	True	Four Of A Kind
77	♢2	♡2	False	1	True	Flush
78	♠A	♠3	True	0	True	Three Of A Kind
79	♠Q	♡T	False	0	True	Four Of A Kind
80	♢6	♣Q	False	0	True	Three Of A Kind
81	♠7	♢Q	False	0	True	One Pair
82	♠A	♣9	False	0	True	Four Of A Kind
83	♠6	♢J	False	0	True	Three Of A Kind
84	♠6	♠K	True	0	True	One Pair
85	♠3	♠K	True	0	True	Three Of A Kind
86	♠3	♣T	False	0	False	One Pair
87	♣7	♡A	False	0	True	Three Of A Kind
88	♢J	♠8	False	0	True	Two Pair
89	♡K	♣Q	False	2	True	Straight
90	♡7	♣4	False	0	True	Four Of A Kind
91	♢K	♣5	False	0	False	One Pair
92	♣7	♠4	False	0	False	One Pair
93	♡7	♠7	False	2	True	Full House
94	♣4	♣K	True	0	True	Four Of A Kind
95	♠K	♣Q	False	2	True	One Pair
96	♡Q	♣A	False	2	False	One Pair
97	♠7	♠J	True	0	False	One Pair
98	♡Q	♢4	False	0	True	Five Of A Kind
99	♡3	♡5	True	0	True	Two Pair
100	♣A	♢J	False	0	True	Three Of A Kind
101	♣2	♣8	True	1	False	One Pair
102	♢7	♢4	True	0	False	One Pair
103	♡T	♣6	False	0	False	High Card
104	♢2	♢4	True	1	False	One Pair
105	♡4	♠7	False	0	False	One Pair
106	♢T	♣5	False	0	True	Four Of A Kind
107	♠A	♡A	False	2	True	One Pair
108	♣9	♣4	True	0	True	Two Pair
109	♡J	♠A	False	0	True	Three Of A Kind
110	♠K	♠5	True	0	True	Four Of A Kind
111	♣8	♠T	False	0	False	High Card
112	♠K	♠7	True	0	True	Four Of A Kind
113	♣4	♠4	False	2	True	Two Pair
114	♠A	♡8	False	0	True	Two Pair
115	♣8	♣9	True	0	False	High Card
116	♣T	♣2	True	2	True	Four Of A Kind
117	♣4	♢9	False	0	False	One Pair
118	♡8	♡6	True	0	False	One Pair
119	♢4	♣K	False	0	True	Two Pair
120	♢8	♡8	False	2	False	One Pair
121	♠K	♠7	True	0	False	One Pair
122	♠T	♣8	False	0	True	Three Of A Kind
123	♡T	♡2	True	2	True	Three Of A Kind
124	♡Q	♠T	False	0	False	High Card
125	♠4	♡Q	False	0	True	Full House
126	♠3	♣K	False	0	False	One Pair
127	♠J	♠A	True	2	True	Four Of A Kind
128	♡J	♡2	True	2	True	One Pair
129	♢K	♠6	False	0	False	One Pair
130	♠6	♡5	False	0	True	Three Of A Kind
131	♠3	♠J	True	0	False	One Pair
132	♢6	♡2	False	2	True	Three Of A Kind
133	♠2	♠8	True	1	False	One Pair
134	♣6	♠5	False	0	True	Three Of A Kind
135	♢4	♡Q	False	0	True	Three Of A Kind
136	♣6	♢8	False	0	True	Three Of A Kind
137	♡T	♠9	False	0	True	Two Pair
138	♢6	♣7	False	0	True	Two Pair
139	♡8	♢A	False	0	False	One Pair
140	♠K	♣Q	False	2	True	Three Of A Kind
141	♠3	♠5	True	0	True	Three Of A Kind
142	♠3	♢7	False	0	False	One Pair
143	♡2	♡T	True	1	True	Three Of A Kind
144	♣2	♠3	False	1	True	Three Of A Kind
145	♣Q	♠J	False	0	True	Four Of A Kind
146	♡5	♠A	False	0	True	Two Pair
147	♢8	♣4	False	0	True	Two Pair
148	♡9	♡K	True	0	True	Flush
149	♢8	♠8	False	2	True	Four Of A Kind
150	♡Q	♢3	False	0	True	Three Of A Kind
151	♠9	♠Q	True	0	False	One Pair
152	♣6	♠3	False	0	True	Three Of A Kind
153	♡A	♠4	False	0	True	Three Of A Kind
154	♡T	♣9	False	0	True	Five Of A Kind
155	♣Q	♠T	False	0	False	One Pair
156	♢3	♠A	False	0	False	One Pair
157	♠5	♠T	True	0	False	One Pair
158	♢J	♠Q	False	0	True	One Pair
159	♢3	♠K	False	0	True	Straight
160	♢7	♣Q	False	0	True	Straight
161	♢4	♣T	False	0	True	Three Of A Kind
162	♡8	♠6	False	0	True	Four Of A Kind
